indberetningsdato,indberetter_navn,produkt_id,produkt_mrke_produkt_navn,produkt_type,Reference_ID_sam,,,,
22-11-2019,Efuma Aps,00219-19-23466,Eleaf - 1100mAh iStick Amnis 2 with 1.8ml GTiO,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-93004; 00219-17-91005,,,,
22-11-2019,Insano Aps,02828-19-30100,Wismec - Preva Standard Cartridge,Electronic cigarette – Refillable, device only.,02828-19-30047,,,
22-11-2019,Insano Aps,02828-19-50056,Wismec - Preva Batteri,Other,,,,,
22-11-2019,Insano Aps,02828-19-30101,Wismec - Preva Pod Cartridge,Electronic cigarette – Refillable, device only.,02828-19-80050,,,
22-11-2019,Insano Aps,02828-19-40123,Wismec - WR01 0,6 ohm coil,Other,02828-19-30047,,,
25-11-2019,Elekcig AB,01238-19-02318,Eleaf Melo 5 tank 2 ml.  - sort, sølv ,Other,,,,
27-11-2019,Elekcig AB,01238-19-01394,Eleaf ijust 3 battery  - rød,blå,, lilla,sølv, sort dazzling ,Other
27-11-2019,Elekcig AB,01238-19-02362,Vaporesso SWAG ll mod  - sort blå rød sølv ,Electronic cigarette – Rechargeable, device only Any rechargeable which can also be used as a refillable should be reported under the refillable category. ,,,,
27-11-2019,Subohm AB,03485-19-30048,Vaporesso - GT Ccell 2 - 0.3ohm,Other,02828-19-80050,,,,
28-11-2019,Efuma Aps,00219-19-23435,Aspire - 2ml AVP Pro Pod,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
04-12-2019,Insano Aps,02828-19-40124,HorizonTech - Sector Mesh,Other,02828-19-80042,,,,
04-12-2019,Insano Aps,02828-19-30102,HorizonTech - Falcon 2 tank,Electronic cigarette – Refillable, device only.,02828-19-80042,,,
04-12-2019,Elekcig AB,01238-19-23602,Vaporesso GT4 coil ,Other,03485-17-10009,,,,
09-12-2019,Insano Aps,02828-19-30105,Joyetech - Teros ONE 1.0 ohm POD,Electronic cigarette – Refillable, device only.,02828-19-80042,,,
10-12-2019,Insano Aps,02828-19-30104,UWELL - Crown Pod 0.6 ohm,Electronic cigarette – Refillable, device only.,02828-19-80042,,,
10-12-2019,Insano Aps,02828-19-30103,UWELL - Crown Pod 1.0 ohm,Electronic cigarette – Refillable, device only.,02828-19-80041,,,
11-12-2019,Elekcig AB,01238-19-01398,Vaporesso Gen 220W TC mod  - sort sølv blå rød ,Electronic cigarette – Rechargeable, device only Any rechargeable which can also be used as a refillable should be reported under the refillable category. ,,,,
23-06-2017,Efuma Aps,00219-17-04864,Eleaf - iJust 2 Mini Kit with 2ml Atomizer - 1100mAh,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,00219-17-91005,,,,
12-12-2019,Elekcig AB,01238-19-14000,Innokin Adepts 3000 mah mod  - Sort camo ocean purple sky white ,Electronic cigarette – Rechargeable, device only Any rechargeable which can also be used as a refillable should be reported under the refillable category. ,,,,
12-12-2019,Asmodus,02402-19-10053,Asmodus Tribeaut 80w Mod - Asmodus Tribeaut 80w Mod,Electronic cigarette – Rechargeable, device only Any rechargeable which can also be used as a refillable should be reported under the refillable category. ,,,,
05-12-2019,SUB VAPE DISTRO AB,04595-17-10002,Vaporesso - Swag Kit ,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,03485-17-10002,,,,
16-12-2019,SUB VAPE DISTRO AB,04595-19-30013,Vaporesso - EUC Mini CCELL 1.3ohm,Other,03485-16-10011,,,,
17-12-2019,SUB VAPE DISTRO AB,04595-17-20002,vaporesso - NRG SE Mini Tank,Electronic cigarette – Refillable, device only.,03485-17-10002,,,
17-12-2019,SUB VAPE DISTRO AB,04595-19-30048,Vaporesso - GT Ccell 2 - 0.3ohm coil,Other,02828-19-80050,,,,
17-12-2019,SUB VAPE DISTRO AB,04595-19-30050,Vaporesso - QF Strip Coil 0.15ohm,Other,02828-19-80042,,,,
19-12-2019,Elekcig AB,01238-19-01401,Innokin T20-S batteri 1500 mah  - blå grå lilla rød sort ,Electronic cigarette – Rechargeable, device only Any rechargeable which can also be used as a refillable should be reported under the refillable category. ,,,,
19-12-2019,SUB VAPE DISTRO AB,04595-19-30040,Vaporesso - EUC Ceramic Coil 0.3 ohm,Other,02828-19-80050,,,,
19-12-2019,SUB VAPE DISTRO AB,04595-19-30041,Vaporesso - EUC Ceramic Coil 0.5 ohm,Other,02828-19-80050,,,,
19-12-2019,SUB VAPE DISTRO AB,04595-19-30142,Vaporesso - EUC Ceramic Coil 0.6 ohm,Other,02828-19-80050,,,,
19-12-2019,SUB VAPE DISTRO AB,04595-19-30045,Vaporesso - EUC traditional clapton coil 0.5ohm ,Other,03485-17-10002,,,,
19-12-2019,SUB VAPE DISTRO AB,04595-19-30043,Vaporesso - EUC traditional clapton coil 0.3ohm ,Other,03485-17-10002,,,,
25-08-2017,Efuma Aps,00219-17-11913,COV Mini Volt 40W Box Mod V1.5,Other,,,,,
10-04-2017,Efuma Aps,00219-17-02431,Stainless Steel and Derlin with Adjustable Airflow Drip Tip,Other,,,,,
05-04-2017,Efuma Aps,00219-17-07611,510 Atlantis Drip Tip,Other,,,,,
05-05-2017,Efuma Aps,00219-17-10227,Arctic Dolphin Stabilized Wood Drip Tip 510 A12,Other,,,,,
13-04-2017,Efuma Aps,00219-17-08324,Arctic Dolphin Resin Drip Tip,Other,,,,,
07-04-2017,Efuma Aps,00219-17-02195,Atlantis Drip Tip II Adapter,Other,,,,,
16-08-2017,Efuma Aps,00219-17-08449,10pcs Nautilus X Series Replacement Drip Tip,Other,,,,,
16-08-2017,Efuma Aps,00219-17-07639,Arctic Dolphin Stabilized Wood Mouthpiece,Other,,,,,
07-01-2020,Efuma Aps,00219-20-23986,Ehpro - Ehpro Cold Steel 100 120W TC Box MOD,Other,,,,,
07-01-2020,Efuma Aps,00219-20-24006,Innokin - 1500mAh GO S Pen Mod,Other,,,,,
07-01-2020,Efuma Aps,00219-20-24001,Innokin - Kroma-R Mod,Other,,,,,
16-12-2019,SUB VAPE DISTRO AB,04595-19-30024,Vaporesso - GT2 0.4ohm coil,Other,03485-17-10002,,,,
16-01-2020,Efuma Aps,00219-19-23594,Innokin - 5pcs Replacement Coils for Ajax Tank - 0.16ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91006,,,,
16-01-2020,Efuma Aps,00219-19-23595,Innokin - 5pcs Replacement Coils for Ajax Tank - 0.35ohm,Individual part of electronic cigarette capable of containing e-liquid.,00219-17-91005,,,,
19-03-2019,Insano Aps,02828-19-20004,Insano - Nikotin base 100VG 20 mg,Refill container/cartridge containing e-liquid.,,,,,
19-03-2019,Insano Aps,02828-19-20003,Insano - Nikotin base 100PG 20 mg ,Refill container/cartridge containing e-liquid.,,,,,
19-03-2019,Insano Aps,02828-19-20002,Insano - Nikotin salt base 60VG/40PG 20 mg (unflavored),Refill container/cartridge containing e-liquid.,,,,,
27-12-2017,Insano Aps,02828-17-20001,Insano Neutral Nikotin Base - 50VG/50PG,Refill container/cartridge containing e-liquid.,,,,,
21-07-2017,Insano Aps,02828-17-30002,Wismec - Amor mini,Electronic cigarette – Refillable, device only.,02828-19-30048,,,
21-07-2017,Insano Aps,02828-17-30001,Eleaf - Melo 3 mini,Electronic cigarette – Refillable, device only.,02828-19-30047,,,
21-07-2017,Insano Aps,02828-17-30011,Aspire - K1 tank,Electronic cigarette – Refillable, device only.,02828-19-30048,,,
31-07-2017,Insano Aps,02828-17-30012,Aspire - K2 Tank,Electronic cigarette – Refillable, device only.,02828-19-30048,,,
08-05-2019,Insano Aps,02828-17-30022,Joyetech - Cubis 2 tank,Electronic cigarette – Refillable, device only.,02828-19-80041,,,
09-11-2017,Insano Aps,02828-17-30020,Uwell - Crown 3 tank,Electronic cigarette – Refillable, device only.,02828-19-80050,,,
24-11-2017,Insano Aps,02828-17-30024,Eleaf - Ello tank,Electronic cigarette – Refillable, device only.,02828-19-80050,,,
21-07-2017,Insano Aps,02828-17-40003,Joyetech - BF SS316-0.6ohm MTL.,Other,02828-19-80050,,,,
21-07-2017,Insano Aps,02828-17-40001,Eleaf EC Coil (5 stk.) - EC - 0.3ohm,Other,02828-19-30047,,,,
21-07-2017,Insano Aps,02828-17-40015,Aspire - BVC general coil 1,6 ohm,Other,02828-19-30048,,,
21-07-2017,Insano Aps,02828-17-80004,Joyetech - eGo AiO box,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,02828-19-80050,,,,
21-07-2017,Insano Aps,02828-17-80002,Joyetech - eGo AiO,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,02828-19-80050,,,,
21-07-2017,Insano Aps,02828-17-80007,Eleaf - iStick Pico,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,02828-19-30047,,,,
01-08-2017,Insano Aps,02828-17-60003,Wismec - Reuleaux RX200,Other,,,,,
01-08-2017,Insano Aps,02828-17-60002,SmokTech - X Cube II,Other,,,,,
27-11-2017,Insano Aps,02828-17-60011,VOOPOO - DRAG 157W TC BOX MOD,Other,,,,,
21-07-2017,Insano Aps,02828-17-60007,Smoktech - Alien 220W,Other,,,,,
21-07-2017,Insano Aps,02828-17-60009,Aspire - NX75-Z,Other,,,,,
01-08-2017,Insano Aps,02828-17-60010,Asmodus - Minikin V2,Other,,,,,
01-08-2017,Insano Aps,02828-17-50001,Eleaf - iStick TC40W,Other,,,,,
01-08-2017,Insano Aps,02828-17-50002,Elego - 3.2 1100 mah,Other,,,,,
01-08-2017,Insano Aps,02828-17-50003,Kangertech - EVOD VV 1300 mah,Other,,,,,
01-08-2017,Insano Aps,02828-17-50004,Eleaf - iStick Power,Other,,,,,
21-07-2017,Insano Aps,02828-17-50005,KangerTech - EGO 3.2 650 mah,Other,,,,,
27-11-2017,Insano Aps,02828-17-50008,Aspire - Zelos 50W MOD,Other,,,,,
21-07-2017,Insano Aps,02828-17-50006,Kangertech - EVOD VV 650mah,Other,,,,,
27-11-2017,Insano Aps,02828-17-50009,Kangertech - EVOD 1000 mAh,Other,,,,,
21-07-2017,Insano Aps,02828-17-50007,Kangertech - EVOD VV 1600mah,Other,,,,,
27-11-2017,Insano Aps,02828-17-50010,Kangertech - EVOD VV 650 mAh,Other,,,,,
28-11-2017,Insano Aps,02828-17-40048,Joyetech ProC Atomizer Coil (5 stk.) - ProC1-S(0.25ohm) MTL,Other,02828-19-80042,,,,
27-09-2017,Insano Aps,02828-17-40024,Joyetech - BF coil 1,5 ohm Clapton,Other,02828-19-30047,,,
27-09-2017,Insano Aps,02828-17-40023,Joyetech - BF coil 1,5 ohm LVC,Other,02828-19-30047,,,
27-09-2017,Insano Aps,02828-17-40032,Joyetech ATOPACK Coil (5 stk.) - JVIC2 0.25ohm,Other,02828-19-80041,,,,
27-09-2017,Insano Aps,02828-17-40031,Joyetech - JVIC1 coil,Other,02828-19-80041,,,,
27-09-2017,Insano Aps,02828-17-40033,Eleaf HW Coil (5 stk.) - HW1 0,2 ohm,Other,02828-19-80050,,,
27-09-2017,Insano Aps,02828-17-40034,Eleaf HW Coil (5 stk.) - HW2 0,3 ohm,Other,02828-19-30049,,,
27-09-2017,Insano Aps,02828-17-40035,Eleaf HW Coil(5 stk.) - HW3 0,2 ohm,Other,02828-19-30048,,,
27-09-2017,Insano Aps,02828-17-40036,Eleaf HW Coil(5 stk.) - HW4 0,3 ohm,Other,02828-19-30049,,,
09-11-2017,Insano Aps,02828-17-40042,Uwell Crown III coil 4 pack - 0.25 ohm,Other,02828-19-80050,,,,
09-11-2017,Insano Aps,02828-17-40043,Joyetech ProC-BF(L) Atomizer Coil (5 stk.) - ProC-BF-0.5ohm DL,Other,02828-19-80050,,,,
09-11-2017,Insano Aps,02828-17-40044,Joyetech ProC-BF(L) Atomizer Coil (5 stk.) - ProC-BF-0.6hm MTL,Other,02828-19-80041,,,,
28-11-2017,Insano Aps,02828-17-40045,Joyetech ProC Atomizer Coil (5 stk.) - ProCL (0.6 ohm) DL,Other,02828-19-80050,,,,
08-03-2018,Insano Aps,02828-18-80036,Eleaf - Tessera,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,02828-19-80049; 02828-19-80050,,,,
03-10-2018,Insano Aps,02828-18-60015,Uwell - NUNCHAKU,Other,,,,,
23-08-2018,Insano Aps,02828-18-30030,Vandy Vape - Pulse 24 BF RDA,Other,,,,,
23-08-2018,Insano Aps,02828-18-30032,Vandy Vape - Bonza RDA,Other,,,,,
21-08-2018,Insano Aps,02828-18-30029,Vaporesso - Nalu RDA,Other,,,,,
23-08-2018,Insano Aps,02828-18-30031,Vandy Vape - Mesh RDA,Other,,,,,
09-11-2017,Insano Aps,02828-17-80024,Joyetech - CuAIO D22 Kit,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,02828-19-80041,,,,
08-09-2017,Insano Aps,02828-17-80017,Eleaf - iJust NexGen,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,02828-19-80050,,,,
10-10-2017,Insano Aps,02828-17-80022,Eleaf - iStick Pico 25,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,02828-19-80050; 02828-19-30049,,,,
29-11-2017,Insano Aps,02828-17-80029,Joyetech - eVic Primo mini with ProCore Aries ,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,02828-19-80042,,,,
29-11-2017,Insano Aps,02828-17-80031,Joyetech - CuBox with Cubis 2,Kit – Pack containing more than one different e-cigarette device and/or more than one different refill container/cartridge.,02828-19-80041,,,,
27-09-2018,Insano Aps,02828-18-60016,Wismec - Active,Other,,,,,
25-10-2018,Insano Aps,02828-18-60017,Aspire - Gusto Mini,Other,,,,,
29-11-2018,Insano Aps,02828-18-60018,Uwell - Crown IV MOD,Other,,,,,
25-10-2018,Insano Aps,02828-18-80039,Coilart - Mage Mech Tricker ,Other,,,,,
28-01-2019,Insano Aps,02828-19-40055,Eleaf HW Coil(5 stk.) - HW-M 0,15 ohm,Other,02828-19-80041,,,
28-01-2019,Insano Aps,02828-19-40054,Eleaf HW Coil(5 stk.) - HW-N 0,2 ohm,Other,02828-19-80041,,,
28-01-2019,Insano Aps,02828-19-30034,Uwell - Nunchaku tank,Electronic cigarette – Refillable, device only.,02828-19-80041,,,
30-01-2019,Insano Aps,02828-19-30036,Eleaf - MELO 4,Electronic cigarette – Refillable, device only.,02828-19-80042,,,
31-01-2019,Insano Aps,02828-19-30037,Horizon - Falcon,Electronic cigarette – Refillable, device only.,02828-19-80042,,,
30-01-2019,Insano Aps,02828-19-30035,HorizonTech - Falcon King,Electronic cigarette – Refillable, device only.,02828-19-80042,,,
16-07-2019,Insano Aps,02828-19-30040,Vaporesso - VM22 tank,Electronic cigarette – Refillable, device only.,02828-19-80042; 02828-19-30050,,,
28-06-2019,Insano Aps,02828-19-30041,HorizonTech - Magico Salt Nic tank,Electronic cigarette – Refillable, device only.,02828-19-80042,,,
16-07-2019,Insano Aps,02828-19-30039,Vaporesso - VM18 tank,Electronic cigarette – Refillable, device only.,02828-19-80042; 02828-19-30050,,,
13-08-2019,Insano Aps,02828-19-30042,Uwell - Nunchaku 2 tank,Electronic cigarette – Refillable, device only.,02828-19-80050; 02828-19-80042,,,
09-05-2019,Insano Aps,02828-19-30043,Joyetech - Atopack Magic Pod,Other,02828-19-80041,,,,
16-05-2019,Insano Aps,02828-19-30045,VooPoo - MAAT,Electronic cigarette – Refillable, device only.,02828-19-80041,,,
11-06-2019,Insano Aps,02828-19-30048,GufuTech - Odachi Tank,Electronic cigarette – Refillable, device only.,,,,
16-05-2019,Insano Aps,02828-19-30046,VooPoo - UFORCE T2 Tank,Electronic cigarette – Refillable, device only.,02828-19-30049,,,
11-06-2019,Insano Aps,02828-19-30047,GufuTech - Wakizashi Tank,Electronic cigarette – Refillable, device only.,,,,
11-06-2019,Insano Aps,02828-19-30050,GufuTech - Yoroi Tank,Electronic cigarette – Rechargeable, device only Any rechargeable which can also be used as a refillable should be reported under the refillable category. ,,,,
17-06-2019,Insano Aps,02828-19-30054,Eleaf - Melo 5 tank,Electronic cigarette – Refillable, device only.,02828-19-30047,,,
17-06-2019,Insano Aps,02828-19-30057,Vaporesso - NRG mini tank,Electronic cigarette – Refillable, device only.,02828-19-30049,,,
11-06-2019,Insano Aps,02828-19-30049,GufuTech - Tanto Tank,Electronic cigarette – Refillable, device only.,,,,
17-06-2019,Insano Aps,02828-19-30056,Smoktech - TFV12 Prince 2ml tank,Electronic cigarette – Refillable, device only.,02828-19-30050,,,
17-06-2019,Insano Aps,02828-19-30055,Eleaf - Ello Pop tank,Electronic cigarette – Refillable, device only.,02828-19-30047,,,
19-07-2019,Insano Aps,02828-19-30061,Eleaf - Rotor,Electronic cigarette – Refillable, device only.,02828-19-30047,,,
16-07-2019,Insano Aps,02828-19-30060,Eleaf - iJust mini tank,Electronic cigarette – Refillable, device only.,02828-19-80042; 02828-19-30049,,,
17-06-2019,Insano Aps,02828-19-30058,Vaporesso - NRG SE mini tank,Electronic cigarette – Refillable, device only.,02828-19-80042; 02828-19-80050,,,
13-08-2019,Insano Aps,02828-19-30062,Eleaf - iJust ECM tank,Electronic cigarette – Refillable, device only.,02828-19-80042; 02828-19-30047,,,
18-06-2019,Insano Aps,02828-19-30059,Eleaf - Ello Duro tank,Electronic cigarette – Refillable, device only.,02828-19-80041,,,
14-08-2019,Insano Aps,02828-19-30063,VooPoo - Drag Baby Trio tank,Electronic cigarette – Refillable, device only.,02828-19-80042; 02828-19-80041,,,
12-09-2019,Insano Aps,02828-19-30073,Eleaf - iWu Pod 1,3 ohm,Electronic cigarette – Refillable, device only.,02828-19-30049,,
21-08-2019,Insano Aps,02828-19-30064,Joyetech - Teros ONE 0.5 ohm POD,Electronic cigarette – Refillable, device only.,02828-19-80050,,,
11-09-2019,Insano Aps,02828-19-30065,Vaporesso - Drizzle Tank,Electronic cigarette – Refillable, device only.,03485-16-10011,,,
11-09-2019,Insano Aps,02828-19-30068,Eleaf - Tance 1,2 ohm pod,Electronic cigarette – Refillable, device only.,02828-19-30049,,
26-09-2019,Insano Aps,02828-19-30087,CoilArt - Dpro RDA,Other,,,,,
08-10-2019,Insano Aps,02828-19-30088,VGOD - ProDrip RDA,Other,,,,,
11-09-2019,Insano Aps,02828-19-30081,Joyetech - Exceed Edge 1,2 ohm Pod,Electronic cigarette – Refillable, device only.,02828-19-30049,,
08-10-2019,Insano Aps,02828-19-30089,GeekVape - Tsunami 24 RDA,Other,,,,,
09-09-2019,Insano Aps,02828-19-30091,Vaporesso - PodStick Ccell 1.3 ohm pod,Electronic cigarette – Refillable, device only.,02828-19-30049,,,
11-09-2019,Insano Aps,02828-19-30083,Wismec - Amor NSE Tank,Electronic cigarette – Refillable, device only.,02828-19-30047,,,
28-01-2019,Insano Aps,02828-19-40058,Uwell - Nunchaku Coil 0.40ohm,Other,02828-19-80041,,,,
08-10-2019,Insano Aps,02828-19-30090,Velocity(Clone),Other,,,,,
28-01-2019,Insano Aps,02828-19-40056,Wismec - Triple coil,Other,02828-19-80041,,,,
09-09-2019,Insano Aps,02828-19-30092,Vaporesso - PodStick Meshed 0.6 ohm pod,Electronic cigarette – Refillable, device only.,02828-19-80042,,,
28-01-2019,Insano Aps,02828-19-40057,Uwell - Nunchaku coil 0.25ohm,Other,02828-19-80041,,,,
28-01-2019,Insano Aps,02828-19-40059,Joyetech - ProCD 0.15ohm coil,Other,02828-19-80041,,,,
28-01-2019,Insano Aps,02828-19-40066,HorizonTech - M2 0,16ohm coil ,Other,02828-19-80042,,,
28-01-2019,Insano Aps,02828-19-40062,Joyetech - ProCA 0.40ohm coil,Other,02828-19-80041,,,,
28-01-2019,Insano Aps,02828-19-40067,Joyetech ProC Atomizer Coil (5 stk.) - ProC1 (0.4 ohm) DL,Other,02828-19-80042,,,,
29-01-2019,Insano Aps,02828-19-40072,Eleaf EC Coil (5 stk.) - EC2 - 0.50ohm,Other,02828-19-80042,,,,
29-01-2019,Insano Aps,02828-19-40068,Eleaf HW Coil(5 stk.) - HW1-C 0,25 ohm,Other,02828-19-80042,,,
18-06-2019,Insano Aps,02828-19-40070,Wismec - WS01 0,2 ohm coil,Other,02828-19-30048,,,
29-01-2019,Insano Aps,02828-19-40071,Eleaf EC Coil (5 stk.) - EC2 - 0.3 ohm,Other,02828-19-80042,,,,
